"Date","Price","Open","High","Low","Vol.","Change %"
"10/31/2021","258.477","195.806","259.861","185.688","33.01M","32.00%"
"11/07/2021","241.684","258.480","258.581","217.998","24.78M","-6.50%"
"11/14/2021","217.833","241.659","246.211","187.176","27.18M","-9.87%"
"11/21/2021","193.061","217.824","235.389","183.084","24.92M","-11.37%"
"11/28/2021","201.088","192.976","243.069","175.186","28.23M","4.16%"
"12/05/2021","171.728","201.093","204.309","161.587","26.06M","-14.60%"
"12/12/2021","182.861","172.204","189.008","148.384","27.30M","6.48%"
"12/19/2021","193.127","182.822","197.422","168.500","18.27M","5.61%"
"12/26/2021","179.068","193.019","204.712","167.773","16.31M","-7.28%"
"01/02/2022","142.033","179.083","179.496","133.283","19.56M","-20.68%"
"01/09/2022","147.677","142.033","157.712","130.147","18.80M","3.97%"
"01/16/2022","94.665","147.660","151.918","88.480","26.04M","-35.90%"
"01/23/2022","96.186","94.679","104.673","80.919","44.55M","1.61%"
"01/30/2022","113.912","96.029","118.520","89.264","39.90M","18.43%"
"02/06/2022","95.891","113.912","121.836","93.254","27.11M","-15.82%"
"02/13/2022","91.264","95.970","105.606","88.760","20.78M","-4.83%"
"02/20/2022","90.130","91.264","95.988","75.693","39.03M","-1.24%"
"02/27/2022","89.623","90.130","106.335","84.190","774.22M","-0.56%"
"03/06/2022","81.402","89.633","89.894","80.054","2.15B","-9.17%"
"03/13/2022","92.435","81.412","94.538","77.774","2.00B","13.55%"
"03/20/2022","101.804","92.396","104.885","86.834","551.34M","10.14%"
"03/27/2022","132.376","101.804","143.488","98.850","1.23B","30.03%"
"04/03/2022","112.812","132.400","141.046","108.168","1.02B","-14.78%"
"04/10/2022","102.118","112.895","115.990","98.289","609.32M","-9.48%"
"04/17/2022","100.583","102.108","110.868","94.834","619.00M","-1.50%"
"04/24/2022","84.757","100.583","102.248","81.888","625.28M","-15.73%"
"05/01/2022","78.841","84.772","95.139","77.227","824.17M","-6.98%"
"05/08/2022","52.318","78.841","79.337","37.342","193.05M","-33.64%"
"05/15/2022","50.293","52.312","59.243","47.879","47.27M","-3.87%"
"05/22/2022","44.245","50.293","54.629","40.053","53.54M","-12.03%"
"05/29/2022","38.953","44.263","48.217","35.818","52.98M","-11.96%"
"06/05/2022","33.874","38.956","44.606","33.240","53.29M","-13.04%"
"06/12/2022","31.950","33.890","35.763","25.966","96.93M","-5.68%"
"06/19/2022","42.260","31.965","42.846","28.929","70.37M","32.27%"
"06/26/2022","33.348","42.225","42.460","30.991","54.83M","-21.09%"
"07/03/2022","38.070","33.348","39.531","32.178","45.78M","14.16%"
"07/10/2022","39.600","38.070","40.372","31.942","41.07M","4.02%"
"07/17/2022","39.990","39.603","47.255","38.336","60.54M","0.98%"
"07/24/2022","43.837","39.997","46.562","34.707","50.75M","9.62%"
"07/31/2022","40.055","43.840","45.150","37.571","43.19M","-8.63%"
"08/07/2022","46.569","40.076","48.341","39.167","37.22M","16.26%"
"08/14/2022","35.280","46.566","48.019","34.294","47.38M","-24.24%"
"08/21/2022","31.523","35.280","37.013","30.890","38.93M","-10.65%"
"08/28/2022","31.120","31.526","33.123","30.030","28.70M","-1.28%"
"09/04/2022","35.055","31.124","35.889","30.380","28.88M","12.65%"
"09/11/2022","33.711","35.039","38.916","31.541","34.56M","-3.84%"
"09/18/2022","33.417","33.695","34.744","30.110","32.32M","-0.87%"
"09/25/2022","32.443","33.383","35.352","31.677","35.41M","-2.91%"
"10/02/2022","32.576","32.437","34.494","31.797","21.11M","0.41%"
"10/09/2022","29.588","32.584","33.433","27.983","22.13M","-9.17%"
"10/16/2022","28.008","29.594","31.470","26.864","21.80M","-5.34%"
"10/23/2022","32.873","28.005","33.830","27.843","32.51M","17.37%"
"10/30/2022","36.874","32.873","38.729","30.240","31.87M","12.17%"
"11/06/2022","14.544","36.893","37.035","12.445","196.31M","-60.56%"
"11/13/2022","12.830","14.544","15.050","12.163","51.03M","-11.78%"
"11/20/2022","14.166","12.834","14.920","10.960","53.68M","10.41%"
"11/27/2022","13.293","14.170","14.440","12.786","34.17M","-6.17%"
"12/04/2022","13.577","13.293","14.351","13.272","27.03M","2.14%"
"12/11/2022","12.505","13.577","14.936","11.940","41.64M","-7.90%"
"12/18/2022","11.450","12.510","12.599","11.205","24.20M","-8.44%"
"12/25/2022","9.955","11.450","11.550","8.085","86.91M","-13.05%"
"01/01/2023","13.094","9.955","14.166","9.705","88.86M","31.53%"
"01/08/2023","24.247","13.094","24.641","12.860","117.84M","85.17%"
"01/15/2023","24.547","24.233","26.424","20.440","100.40M","1.24%"
"01/22/2023","24.016","24.550","25.413","22.320","62.68M","-2.16%"
"01/29/2023","24.350","24.010","26.748","22.540","61.50M","1.39%"
"02/05/2023","20.813","24.350","24.452","19.699","44.69M","-14.53%"
"02/12/2023","23.453","20.813","24.133","19.780","52.81M","12.68%"
"02/19/2023","22.378","23.453","27.043","21.508","60.48M","-4.58%"
"02/26/2023","20.988","22.377","23.514","20.330","27.46M","-6.21%"
"03/05/2023","18.113","20.988","21.663","16.060","65.13M","-13.70%"
"03/12/2023","21.215","18.113","22.850","17.757","78.37M","17.12%"
"03/19/2023","20.425","21.218","23.893","20.129","67.28M","-3.72%"
"03/26/2023","21.072","20.425","21.648","19.448","30.36M","3.17%"
"04/02/2023","20.043","21.080","21.333","19.900","20.67M","-4.88%"
"04/09/2023","24.047","20.043","25.463","19.900","54.51M","19.98%"
"04/16/2023","21.795","24.050","25.960","21.067","46.75M","-9.37%"
"04/23/2023","23.186","21.795","23.778","20.476","38.00M","6.38%"
"04/30/2023","21.928","23.186","23.902","21.254","30.92M","-5.43%"
"05/07/2023","20.832","21.928","22.734","19.797","34.25M","-5.00%"
"05/14/2023","20.290","20.832","21.504","20.113","20.13M","-2.60%"
"05/21/2023","20.424","20.290","20.512","18.798","17.81M","0.66%"
"05/28/2023","21.190","20.422","21.396","20.280","21.19M","3.75%"
"06/04/2023","15.623","21.195","22.290","13.330","39.76M","-26.27%"
"06/11/2023","15.640","15.622","16.142","14.140","37.00M","0.11%"
"06/18/2023","16.642","15.640","17.725","15.340","31.42M","6.41%"
"06/25/2023","18.719","16.642","19.930","15.712","52.42M","12.48%"
"07/02/2023","21.823","18.719","22.447","18.476","51.33M","16.59%"
"07/09/2023","27.456","21.823","30.574","20.532","87.06M","25.81%"
"07/16/2023","24.520","27.461","28.553","24.260","48.01M","-10.69%"
"07/23/2023","25.160","24.522","25.634","22.767","31.64M","2.61%"
"07/30/2023","22.648","25.158","25.210","22.311","28.00M","-9.98%"
"08/06/2023","24.902","22.648","25.128","22.418","26.37M","9.95%"
"08/13/2023","21.900","24.902","25.280","20.265","33.34M","-12.06%"
"08/20/2023","20.288","21.900","22.018","19.557","23.02M","-7.36%"
"08/27/2023","19.500","20.288","21.982","19.080","24.70M","-3.88%"
"09/03/2023","19.432","19.500","20.571","19.047","20.64M","-0.35%"
"09/10/2023","19.130","19.432","19.440","17.396","35.15M","-1.56%"
"09/17/2023","19.488","19.130","20.508","18.613","21.99M","1.87%"
"09/24/2023","21.364","19.488","21.762","18.762","19.71M","9.63%"
"10/01/2023","23.303","21.364","24.697","21.138","36.72M","9.08%"
"10/08/2023","21.990","23.301","23.613","21.032","22.84M","-5.63%"
"10/15/2023","29.343","22.000","30.165","21.670","47.10M","33.44%"
"10/22/2023","31.632","29.325","33.841","28.123","73.27M","7.80%"
"10/29/2023","42.424","31.632","46.479","31.312","95.52M","34.12%"
"11/05/2023","56.354","42.426","63.576","39.687","87.32M","32.84%"
"11/12/2023","58.552","56.375","68.076","51.603","106.68M","3.90%"
"11/19/2023","58.809","58.566","62.011","51.401","58.05M","0.44%"
"11/26/2023","63.807","58.809","63.898","53.590","45.80M","8.50%"
"12/03/2023","72.319","63.795","77.550","59.153","80.08M","13.34%"
"12/10/2023","73.724","72.317","79.454","64.058","76.08M","1.94%"
"12/17/2023","107.948","73.733","109.638","67.130","81.20M","46.42%"
"12/24/2023","101.808","107.948","125.506","97.302","91.68M","-5.69%"
"12/31/2023","93.728","101.808","116.920","86.141","59.30M","-7.94%"
"01/07/2024","95.774","93.728","107.040","85.331","67.78M","2.18%"
"01/14/2024","92.756","95.781","103.424","87.055","48.62M","-3.15%"
"01/21/2024","94.201","92.756","94.481","79.009","45.80M","1.56%"
"01/28/2024","97.940","94.266","106.318","93.143","55.49M","3.97%"
"02/04/2024","109.032","97.940","110.858","93.314","43.33M","11.32%"
"02/11/2024","108.913","109.031","118.649","103.525","40.26M","-0.11%"
"02/18/2024","104.012","108.912","114.772","98.507","35.63M","-4.50%"
"02/25/2024","130.078","104.012","137.554","100.352","67.77M","25.06%"
"03/03/2024","144.238","130.078","152.672","111.792","82.09M","10.89%"
"03/10/2024","182.079","144.279","197.783","136.848","98.82M","26.24%"
"03/17/2024","172.641","182.071","209.917","162.719","93.22M","-5.18%"
"03/24/2024","194.221","172.641","199.812","171.392","41.58M","12.50%"
"03/31/2024","178.703","194.211","204.194","168.038","44.31M","-7.99%"
"04/07/2024","138.641","178.698","184.501","119.471","53.35M","-22.42%"
"04/14/2024","151.138","138.641","155.920","126.639","105.88M","9.01%"
"04/21/2024","141.306","151.150","159.976","133.850","44.46M","-6.51%"
"04/28/2024","146.057","141.306","147.803","119.180","49.91M","3.36%"
"05/05/2024","145.391","146.056","159.087","140.046","38.40M","-0.46%"
"05/12/2024","172.441","145.389","175.983","138.008","36.24M","18.61%"
"05/19/2024","168.385","172.441","188.752","162.703","45.90M","-2.35%"
"05/26/2024","166.116","168.379","173.765","161.180","30.83M","-1.35%"
"06/02/2024","157.829","166.116","175.565","155.049","26.59M","-4.99%"
"06/09/2024","145.500","157.818","163.123","139.857","28.61M","-7.81%"
"06/16/2024","133.689","145.505","151.731","128.772","34.70M","-8.12%"
"06/23/2024","140.185","133.692","150.960","123.337","37.04M","4.86%"
"06/30/2024","143.147","140.189","154.946","121.261","45.00M","2.11%"
"07/07/2024","141.884","143.101","145.963","128.120","33.12M","-0.88%"
"07/14/2024","173.607","141.884","174.965","141.884","35.47M","22.36%"
"07/21/2024","183.818","173.614","188.137","165.693","34.85M","5.88%"
"07/28/2024","142.442","183.818","193.890","140.109","42.61M","-22.51%"
"08/04/2024","154.016","142.442","163.485","110.155","90.22M","8.13%"
"08/11/2024","141.914","154.018","157.798","136.226","38.09M","-7.86%"
"08/18/2024","160.667","141.932","162.146","139.003","29.35M","13.21%"
"08/25/2024","135.342","160.667","161.951","132.328","33.74M","-15.76%"
"09/01/2024","127.733","135.342","137.234","120.927","37.53M","-5.62%"
"09/08/2024","137.158","127.729","139.755","126.654","26.70M","7.38%"
"09/15/2024","149.414","137.157","152.125","127.196","31.99M","8.94%"
"09/22/2024","156.710","149.419","160.986","141.285","32.21M","4.88%"
"09/29/2024","143.141","156.710","161.705","133.380","30.20M","-8.66%"
