Date,Price,Open,High,Low,Volume,Change %
2017-09-02,345.0,390.35,390.77,325.1,1080000.0,-11.62
2017-09-03,350.63,345.0,368.4,328.33,742590.0,1.63
2017-09-04,295.81,350.63,351.59,275.0,1990000.0,-15.63
2017-09-05,316.18,295.81,323.17,267.64,1340000.0,6.89
2017-09-06,337.36,316.18,339.5,314.81,805380.0,6.7
2017-09-07,334.1,337.36,338.66,321.1,582980.0,-0.97
2017-09-08,304.0,334.1,334.58,291.0,1080000.0,-9.01
2017-09-09,303.08,304.0,307.08,291.46,594280.0,-0.3
2017-09-10,297.9,303.08,305.0,276.11,891440.0,-1.71
2017-09-11,297.19,297.9,308.0,287.33,609030.0,-0.24
2017-09-12,293.9,297.19,316.73,283.0,915330.0,-1.11
2017-09-13,275.48,293.9,294.16,256.0,1570000.0,-6.27
2017-09-14,222.5,275.48,281.01,221.71,2250000.0,-19.23
2017-09-15,258.68,222.5,269.0,198.0,3340000.0,16.26
2017-09-16,253.0,258.68,270.0,242.2,1080000.0,-2.2
2017-09-17,257.0,253.0,263.69,239.0,685700.0,1.58
2017-09-18,296.81,257.0,299.89,257.0,1330000.0,15.49
2017-09-19,282.63,296.81,299.0,275.0,941080.0,-4.78
2017-09-20,283.5,282.63,294.0,277.0,512320.00000000006,0.31
2017-09-21,256.67,283.5,287.53,251.52,1030000.0,-9.46
2017-09-22,262.19,256.67,269.5,253.03,643200.0,2.15
2017-09-23,285.9,262.19,287.2,259.01,570420.0,9.04
2017-09-24,282.0,285.9,294.54,275.41,687970.0,-1.36
2017-09-25,295.2,282.0,297.93,281.8,652310.0,4.68
2017-09-26,289.28,295.2,296.38,285.2,366530.0,-2.01
2017-09-27,309.75,289.28,315.51,286.93,748360.0,7.08
2017-09-28,302.63,309.75,310.69,297.75,491020.0,-2.3
2017-09-29,292.66,302.63,303.9,280.5,966410.0,-3.29
2017-09-30,303.44,292.66,307.76,292.3,459210.0,3.68
2017-10-01,304.26,303.44,305.57,295.0,385330.0,0.27
2017-10-02,296.82,304.26,304.63,292.1,468960.0,-2.45
2017-10-03,291.69,296.82,300.5,285.93,452020.0,-1.73
2017-10-04,291.4,291.69,296.0,287.56,394450.0,-0.1
2017-10-05,295.12,291.4,297.92,285.12,317810.0,1.28
2017-10-06,308.43,295.12,309.59,293.04,373260.0,4.51
2017-10-07,311.46,308.43,315.0,304.5,409620.0,0.98
2017-10-08,309.82,311.46,314.39,307.55,363240.0,-0.53
2017-10-09,297.4,309.82,311.16,287.03,630800.0,-4.01
2017-10-10,299.32,297.4,307.0,292.57,366240.0,0.65
2017-10-11,303.2,299.32,306.55,296.6,407080.0,1.3
2017-10-12,303.06,303.2,310.01,302.1,649860.0,-0.05
2017-10-13,337.46,303.06,350.0,298.0,1340000.0,11.35
2017-10-14,339.24,337.46,348.0,334.05,528580.0,0.53
2017-10-15,337.23,339.24,344.89,315.0,875270.0,-0.59
2017-10-16,334.46,337.23,355.0,330.85,945250.0,-0.82
2017-10-17,315.65,334.46,334.8,308.0,671490.0,-5.62
2017-10-18,313.45,315.65,316.21,287.46,885210.0,-0.7
2017-10-19,306.97,313.45,316.5,304.0,413130.0,-2.07
2017-10-20,302.61,306.97,313.01,301.04,415810.0,-1.42
2017-10-21,299.23,302.61,303.0,289.31,368610.0,-1.12
2017-10-22,293.55,299.23,305.62,289.4,334090.0,-1.9
2017-10-23,284.85,293.55,293.96,273.5,597470.0,-2.96
2017-10-24,296.3,284.85,311.85,280.02,758330.0,4.02
2017-10-25,295.46,296.3,300.0,288.5,329330.0,-0.28
2017-10-26,295.1,295.46,299.0,290.55,207770.0,-0.12
2017-10-27,295.99,295.1,299.5,291.6,239630.0,0.3
2017-10-28,293.49,295.99,297.01,288.6,245780.0,-0.84
2017-10-29,304.39,293.49,312.49,290.5,583180.0,3.71
2017-10-30,307.0,304.39,314.4,303.93,301720.0,0.86
2017-10-31,303.69,307.0,312.0,303.1,285810.0,-1.08
2017-11-01,288.6,303.69,305.11,287.04,538440.0,-4.97
2017-11-02,284.89,288.6,293.01,275.21,910760.0,-1.29
2017-11-03,303.47,284.89,307.36,284.0,760960.0,6.52
2017-11-04,299.48,303.47,304.38,293.0,463880.0,-1.31
2017-11-05,295.63,299.48,301.0,292.28,345210.0,-1.29
2017-11-06,296.9,295.63,310.0,292.0,557780.0,0.43
2017-11-07,291.42,296.9,304.2,285.01,757800.0,-1.85
2017-11-08,307.5,291.42,318.9,290.11,1170000.0,5.52
2017-11-09,319.52,307.5,328.8,305.0,881180.0,3.91
2017-11-10,296.18,319.52,324.03,286.0,1160000.0,-7.3
2017-11-11,313.07,296.18,319.88,294.7,604700.0,5.7
2017-11-12,303.9,313.07,316.99,293.33,879410.0,-2.93
2017-11-13,313.22,303.9,318.0,302.4,696370.0,3.07
2017-11-14,334.28,313.22,336.69,313.22,854090.0,6.72
2017-11-15,330.59,334.28,339.61,321.5,584660.0,-1.1
2017-11-16,330.76,330.59,335.11,321.18,521940.00000000006,0.05
2017-11-17,331.0,331.16,335.01,325.0,530710.0,0.07
2017-11-18,346.68,331.0,350.4,325.32,518809.99999999994,4.74
2017-11-19,354.7,346.68,371.0,343.28,618020.0,2.31
2017-11-20,367.94,354.7,373.7,352.03,519570.00000000006,3.73
2017-11-21,360.0,367.94,373.5,350.0,696990.0,-2.16
2017-11-22,380.48,360.0,381.89,358.8,486170.0,5.69
2017-11-23,405.19,380.48,426.27,374.34,925000.0,6.49
2017-11-24,470.51,405.19,478.5,397.37,903700.0,16.12
2017-11-25,464.0,469.89,481.99,454.4,589720.0,-1.38
2017-11-26,464.0,464.0,464.0,464.0,,0.0
2017-11-27,473.44,464.0,491.89,458.25,671200.0,2.03
2017-11-28,465.56,473.44,479.0,457.2,538340.0,-1.66
2017-11-29,420.34,465.56,517.0,403.01,801260.0,-9.71
2017-11-30,432.21,420.34,454.95,385.4,785980.0,2.82
2017-12-01,460.67,432.21,467.0,413.96,594100.0,6.58
2017-12-02,455.51,460.67,472.0,447.0,473670.0,-1.12
2017-12-03,459.49,455.51,482.69,431.04,482910.0,0.87
2017-12-04,465.0,459.49,471.06,439.27,431180.0,1.2
2017-12-05,451.87,465.0,467.38,444.17,656340.0,-2.82
2017-12-06,413.71,451.87,454.23,403.0,1290000.0,-8.44
2017-12-07,415.02,413.71,429.0,390.0,1130000.0,0.32
2017-12-08,442.19,415.02,453.61,400.34,1120000.0,6.55
2017-12-09,460.92,442.19,487.8,441.0,1130000.0,4.24
2017-12-10,429.24,460.92,460.92,413.3,875790.0,-6.87
2017-12-11,515.25,429.24,531.2,429.14,784740.0,20.04
2017-12-12,634.87,515.25,646.92,497.75,1490000.0,23.22
2017-12-13,690.69,634.87,742.0,573.0,2400000.0,8.79
2017-12-14,686.51,690.69,760.0,651.0,1730000.0,-0.61
2017-12-15,678.29,686.51,698.31,610.0,1260000.0,-1.2
2017-12-16,683.25,678.29,711.96,672.51,703290.0,0.73
2017-12-17,708.78,683.25,725.0,683.24,737160.0,3.74
2017-12-18,783.99,708.78,798.9,660.0,1470000.0,10.61
2017-12-19,799.98,783.99,863.0,750.01,1810000.0,2.04
2017-12-20,794.99,799.98,826.2,709.0,1480000.0,-0.62
2017-12-21,786.97,794.99,848.08,747.1,1200000.0,-1.01
2017-12-22,628.19,786.97,792.0,492.01,2730000.0,-20.18
2017-12-23,672.59,628.19,717.0,616.19,842430.0,7.07
2017-12-24,659.89,672.59,675.0,560.0,1090000.0,-1.89
2017-12-25,709.81,659.89,737.0,651.76,764730.0,7.56
2017-12-26,749.8,709.81,749.8,708.83,521740.0,5.63
2017-12-27,736.45,749.8,766.06,703.27,587330.0,-1.78
2017-12-28,711.42,736.45,740.3,652.0,893820.0,-3.4
2017-12-29,731.52,711.42,755.0,703.02,716870.0,2.83
2017-12-30,682.22,731.52,737.56,640.43,936940.0,-6.74
2017-12-31,736.77,682.22,741.99,675.56,536840.0,8.0
2018-01-01,752.46,736.77,762.0,717.94,425460.0,2.13
2018-01-02,858.78,752.46,890.0,752.46,1470000.0,14.13
2018-01-03,942.01,858.78,954.73,840.0,1090000.0,9.69
2018-01-04,940.0,942.01,997.0,893.24,1220000.0,-0.21
2018-01-05,962.77,939.3,1023.6,930.0,1040000.0,2.42
2018-01-06,1004.3,962.77,1014.2,951.38,447260.0,4.31
2018-01-07,1115.8,1004.3,1116.0,999.5,699390.0,11.1
2018-01-08,1129.3,1115.9,1225.0,968.12,1540000.0,1.21
2018-01-09,1283.7,1129.4,1299.0,1119.1,1040000.0,13.67
2018-01-10,1248.0,1285.7,1381.9,1203.2,1330000.0,-2.78
2018-01-11,1135.5,1245.9,1331.8,1102.5,1260000.0,-9.01
2018-01-12,1257.2,1135.1,1285.0,1083.4,732330.0,10.72
2018-01-13,1380.0,1257.0,1423.2,1252.6,709740.0,9.77
2018-01-14,1350.0,1379.9,1385.0,1256.0,618610.0,-2.17
2018-01-15,1273.4,1349.9,1377.9,1264.4,481870.0,-5.67
2018-01-16,1020.1,1275.8,1278.8,868.98,2350000.0,-19.89
2018-01-17,1017.5,1019.6,1088.3,770.1,2400000.0,-0.25
2018-01-18,994.81,1020.1,1079.0,940.0,1310000.0,-2.23
2018-01-19,1032.6,993.92,1079.0,960.1,612190.0,3.8
2018-01-20,1146.0,1032.6,1160.0,1029.6,573520.0,10.98
2018-01-21,1047.0,1146.3,1146.3,1001.5,691690.0,-8.64
2018-01-22,995.08,1047.0,1084.1,912.76,835880.0,-4.96
2018-01-23,982.98,995.26,1022.0,905.38,798280.0,-1.22
2018-01-24,1063.2,982.11,1068.8,952.04,606140.0,8.16
2018-01-25,1048.2,1061.8,1102.4,1025.1,567300.0,-1.41
2018-01-26,1047.0,1048.2,1078.6,983.0,485470.0,-0.11
2018-01-27,1114.8,1046.9,1125.3,1031.6,370170.0,6.48
2018-01-28,1246.6,1114.7,1264.8,1109.0,662740.0,11.82
2018-01-29,1175.0,1245.5,1259.8,1155.9,488440.0,-5.74
2018-01-30,1071.9,1174.36,1178.92,1042.9,1420000.0,-8.77
2018-01-31,1118.08,1072.17,1126.87,1028.03,990740.0,4.31
2018-02-01,1033.55,1118.15,1157.09,970.42,1760000.0,-7.56
2018-02-02,920.85,1033.02,1036.17,766.82,3030000.0,-10.9
2018-02-03,971.49,920.93,997.51,850.38,1070000.0,5.5
2018-02-04,829.43,971.49,972.66,788.79,1340000.0,-14.62
2018-02-05,696.86,828.49,859.72,634.64,2990000.0,-15.98
2018-02-06,783.83,696.75,797.94,568.78,4290000.0,12.48
2018-02-07,753.18,782.72,852.98,719.34,1980000.0,-3.91
2018-02-08,805.4,752.75,831.02,751.76,1250000.0,6.93
2018-02-09,877.85,805.15,879.51,781.97,923810.0,9.0
2018-02-10,851.39,877.88,908.26,816.72,1050000.0,-3.01
2018-02-11,810.45,851.44,854.1,778.9,988450.0,-4.81
2018-02-12,865.62,811.01,875.52,810.99,837420.0,6.81
2018-02-13,841.38,865.72,868.92,822.98,733530.0,-2.8
2018-02-14,919.67,841.38,922.38,840.82,993860.0,9.3
2018-02-15,927.56,919.53,945.99,902.56,952230.0,0.86
2018-02-16,937.5,927.34,945.68,907.33,662760.0,1.07
2018-02-17,971.54,937.35,972.86,934.49,648320.0,3.63
2018-02-18,913.1,971.57,980.27,903.28,869060.0,-6.02
2018-02-19,940.08,913.09,954.94,910.29,552220.0,2.95
2018-02-20,884.51,940.04,959.41,877.65,788970.0,-5.91
2018-02-21,839.1,884.94,906.43,818.48,1010000.0,-5.13
2018-02-22,803.66,838.97,878.14,789.92,849820.0,-4.22
2018-02-23,856.65,803.56,882.61,787.95,868360.0,6.59
2018-02-24,834.36,854.99,874.49,810.91,669620.0,-2.6
2018-02-25,840.88,834.1,849.36,818.46,507820.0,0.78
2018-02-26,866.99,841.28,879.18,835.34,619750.0,3.11
2018-02-27,871.44,867.06,894.78,861.4,569300.0,0.51
